====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1200 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 36000.E+01 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 958369.E-01 A   Straggling = 477577.E-02 A
 Ion Lateral Range = 673703.E-02 A   Straggling = 934386.E-02 A
 Ion Radial  Range = 105924.E-01 A   Straggling = 785300.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4015010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8030010.E-03 62569821.E-03 63663973.E-03 74916911.E-03 28024437.E-04 
1204501.E-02 44791954.E-03 47726705.E-03 77120505.E-03 10679340.E-03 
1606001.E-02 61131531.E-03 64143884.E-03 74659603.E-03 11815928.E-03 
2007501.E-02 42709873.E-03 44191644.E-03 80689994.E-03 88668581.E-04 
2409001.E-02 52128138.E-03 57551298.E-03 77058003.E-03 14266224.E-03 
2810501.E-02 25360202.E-03 32121854.E-03 43423933.E-03 21931521.E-03 
3212001.E-02 44716851.E-03 51422440.E-03 63938885.E-03 26009699.E-03 
3613501.E-02 47919044.E-03 56563993.E-03 61080206.E-03 29097651.E-03 
4015001.E-02 36450225.E-03 46622523.E-03 56560571.E-03 28011201.E-03 
4416501.E-02 42437536.E-03 50856184.E-03 60492324.E-03 25737183.E-03 
4818001.E-02 42980935.E-03 50680399.E-03 68036904.E-03 23094666.E-03 
5219501.E-02 45087184.E-03 50893613.E-03 56214915.E-03 26321021.E-03 
5621001.E-02 29628199.E-03 37355064.E-03 54979258.E-03 20420874.E-03 
6022501.E-02 38776540.E-03 44926319.E-03 54632868.E-03 22692361.E-03 
6424001.E-02 35908015.E-03 41666562.E-03 52403168.E-03 20084381.E-03 
6825501.E-02 30198601.E-03 35513324.E-03 46371870.E-03 18152905.E-03 
7227001.E-02 27478905.E-03 33038850.E-03 45238874.E-03 16574543.E-03 
7628501.E-02 26479805.E-03 30940138.E-03 38798102.E-03 15888678.E-03 
8030001.E-02 22158321.E-03 26673820.E-03 34968370.E-03 15502304.E-03 
8431501.E-02 19630236.E-03 23668266.E-03 30268486.E-03 13093409.E-03 
8833001.E-02 15287134.E-03 18799751.E-03 24006614.E-03 11073733.E-03 
9234501.E-02 10739841.E-03 13364979.E-03 17238338.E-03 86367728.E-04 
9636001.E-02 68521877.E-04 87123659.E-04 10767678.E-03 59357133.E-04 
1003750.E-01 52965113.E-04 66633285.E-04 83122656.E-04 44753552.E-04 
1043900.E-01 44170134.E-04 56484764.E-04 70744137.E-04 38510773.E-04 
1084050.E-01 47652763.E-04 54341214.E-04 62328404.E-04 33461111.E-04 
1124200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1164350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1204500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1244650.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1284800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1324950.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1365100.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1405250.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1445400.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1485550.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1525700.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1565850.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
