depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
4.0150100000e+03         	3.5061040000e-03         	8.8818740860e+00         	1.9642831500e-05         	9.7135750000e-01         
8.0300100000e+03         	4.8478060000e-03         	9.0228508009e+00         	3.7822260000e-05         	1.5442060000e+00         
1.2045000000e+04         	5.1476350000e-03         	9.1788729711e+00         	4.3110210000e-05         	1.5940190000e+00         
1.6060000000e+04         	5.4494675000e-03         	9.3614482616e+00         	4.6331225000e-05         	1.9178035000e+00         
2.0075000000e+04         	8.6334580000e-03         	9.5291439000e+00         	7.4021750000e-05         	1.8430920000e+00         
2.4090000000e+04         	1.9843770000e-03         	7.3817892977e+00         	1.8189651000e-05         	2.1917845000e+00         
2.8105000000e+04         	3.2775767000e-03         	7.4643519727e+00         	4.9206675000e-05         	2.6401070000e+00         
3.2120000000e+04         	3.6187464500e-03         	7.6009114062e+00         	5.6836650000e-05         	3.0386130000e+00         
3.6135000000e+04         	3.8535018500e-03         	7.7514428103e+00         	6.1486395000e-05         	3.4122150000e+00         
4.0150000000e+04         	6.4653865000e-03         	7.9707991280e+00         	9.9872680000e-05         	3.9352500000e+00         
4.4165000000e+04         	4.5743860000e-03         	1.0065903213e+01         	3.1155155000e-05         	5.4545500000e+00         
4.8180000000e+04         	6.7844065000e-03         	1.1361190549e+01         	5.3337735000e-05         	6.1768450000e+00         
5.2195000000e+04         	7.4041335000e-03         	1.1735680664e+01         	5.9313625000e-05         	7.9701100000e+00         
5.6210000000e+04         	7.8681450000e-03         	1.2159330537e+01         	6.3054445000e-05         	1.0485675000e+01         
6.0225000000e+04         	8.3542820000e-03         	1.2640166194e+01         	6.6390610000e-05         	1.3997440000e+01         
6.4240000000e+04         	9.1758700000e-03         	1.3190573199e+01         	7.4171955000e-05         	2.0199250000e+01         
6.8255000000e+04         	1.0010206500e-02         	1.3831581136e+01         	8.1513525000e-05         	2.2789550000e+01         
7.2270000000e+04         	1.0982711000e-02         	1.4597412151e+01         	8.8083625000e-05         	3.4321250000e+01         
7.6285000000e+04         	1.2597464500e-02         	1.5527875343e+01         	1.0251114500e-04         	5.1681250000e+01         
8.0300000000e+04         	1.4636388000e-02         	1.6700383094e+01         	1.1828522500e-04         	8.3362400000e+01         
8.4315000000e+04         	1.7997242500e-02         	1.8196120308e+01         	1.4457727000e-04         	1.5868050000e+02         
8.8330000000e+04         	2.4818927000e-02         	2.0071679654e+01         	1.9679047500e-04         	3.8680050000e+02         
9.2345000000e+04         	4.5016620000e-02         	2.1494358408e+01         	3.4138390000e-04         	1.7113400000e+03         
9.6360000000e+04         	1.0354206000e-01         	1.7240478675e+01         	6.6885320000e-04         	9.5943400000e+03         
1.0037500000e+05         	8.0632430000e-02         	5.2177669865e+00         	4.3941035000e-04         	1.1385550000e+04         
