# Ic = 23.33 A, n = 26.02 , Tavg = 31.34 K, 31Kbeamon
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  2128.08       -1.31857900e-02        5.72375433e-08   31.21   29.14
    1  2128.28        3.34433700e-02        4.44079193e-08   31.11   29.04
    2  2128.52        1.54431400e+01        5.63698513e-08   31.21   29.10
    3  2128.73        1.55662300e+01        6.91994773e-08   31.21   29.10
    4  2128.94        1.57723200e+01        6.31255483e-08   31.04   28.96
    5  2129.14        1.57859500e+01        6.83317733e-08   31.04   28.96
    6  2129.39        1.60383000e+01        8.60577303e-08   31.04   28.96
    7  2129.67        1.64128400e+01        8.02317163e-08   31.21   29.17
    8  2129.87        1.66016500e+01        5.25891403e-08   31.21   29.17
    9  2130.12        1.67908000e+01        6.41791893e-08   31.21   29.17
   10  2130.32        1.68902700e+01        6.21338863e-08   31.20   29.08
   11  2130.58        1.69921900e+01        7.86202653e-08   31.20   29.08
   12  2130.78        1.74058100e+01        8.13473353e-08   31.20   29.08
   13  2130.98        1.75248300e+01        5.58740203e-08   31.20   29.08
   14  2131.18        1.78146200e+01        5.19693513e-08   31.09   29.02
   15  2131.40        1.78146200e+01        5.19693513e-08   31.09   29.02
   16  2131.62        1.81994700e+01        5.02959223e-08   31.09   29.02
   17  2131.82        1.83528200e+01        6.03984773e-08   31.09   29.02
   18  2132.04        1.85374600e+01        6.03364993e-08   31.09   29.02
   19  2132.27        1.85374600e+01        6.03364993e-08   31.09   29.02
   20  2132.49        1.89994400e+01        8.53139883e-08   31.21   29.06
   21  2132.69        1.91110100e+01        9.57264383e-08   31.21   29.06
   22  2132.89        1.91933400e+01        8.43843003e-08   31.21   29.06
   23  2133.11        1.93735900e+01        1.02296194e-07   31.21   29.06
   24  2133.33        1.97980700e+01        8.97764623e-08   31.23   29.13
   25  2133.54        1.97980700e+01        8.97764623e-08   31.23   29.13
   26  2133.74        2.01377300e+01        7.83723433e-08   31.23   29.13
   27  2133.94        2.03374600e+01        4.51516593e-08   31.23   29.13
   28  2134.17        2.03374600e+01        4.51516593e-08   31.23   29.13
   29  2134.38        2.07782100e+01        4.82505933e-08   31.18   29.09
   30  2134.62        2.10010600e+01        8.48801113e-08   31.18   29.09
   31  2134.82        2.11887800e+01        9.17597663e-08   31.18   29.09
   32  2135.02        2.13434600e+01        1.08741979e-07   31.18   29.09
   33  2135.22        2.16180600e+01        9.90732743e-08   31.27   29.04
   34  2135.43        2.17846900e+01        9.94451473e-08   31.27   29.04
   35  2135.63        2.19930900e+01        1.01180556e-07   31.27   29.04
   36  2135.83        2.21791700e+01        1.10477388e-07   31.27   29.04
   37  2136.05        2.23797100e+01        1.32479890e-07   31.27   29.04
   38  2136.25        2.26611500e+01        1.58634977e-07   31.19   29.05
   39  2136.49        2.28466200e+01        1.81753122e-07   31.19   29.05
   40  2136.69        2.29360900e+01        1.88632777e-07   31.19   29.05
   41  2136.89        2.30433100e+01        1.88446841e-07   31.19   29.05
   42  2137.10        2.32095700e+01        1.93901000e-07   31.19   29.05
   43  2137.31        2.35589200e+01        2.35612960e-07   31.23   29.05
   44  2137.53        2.36128000e+01        2.78626491e-07   31.23   29.05
   45  2137.73        2.39411800e+01        3.54984903e-07   31.23   29.05
   46  2137.93        2.41795400e+01        5.19043975e-07   31.23   29.05
   47  2138.14        2.41795400e+01        5.19043975e-07   31.23   29.05
   48  2138.38        2.43951400e+01        6.80313991e-07   31.29   29.07
   49  2138.58        2.46155700e+01        7.83075593e-07   31.29   29.07
   50  2138.79        2.49708800e+01        1.09396353e-06   31.29   29.07
   51  2138.99        2.51716600e+01        1.36462692e-06   31.29   29.07
   52  2139.21        2.54547300e+01        1.72082169e-06   31.30   29.16
   53  2139.52        2.54547300e+01        1.72082169e-06   31.30   29.16
   54  2139.72        2.57599800e+01        2.48986032e-06   31.30   29.16
   55  2139.92        2.57641600e+01        2.72637329e-06   31.30   29.16
   56  2140.13        2.59677900e+01        3.95852154e-06   31.30   29.16
   57  2140.37        2.62499400e+01        4.29612261e-06   31.35   29.08
   58  2140.57        2.64138800e+01        5.69580040e-06   31.35   29.08
   59  2140.77        2.67714200e+01        8.30456971e-06   31.35   29.08
   60  2140.97        2.69728500e+01        9.82231798e-06   31.35   29.08
   61  2141.23        2.69728500e+01        9.82231798e-06   31.32   29.13
   62  2141.43        2.73620700e+01        1.38721672e-05   31.32   29.13
   63  2141.63        2.76181400e+01        1.69470824e-05   31.32   29.13
   64  2141.83        2.77782500e+01        1.91137535e-05   31.32   29.13
   65  2142.04        2.79729600e+01        1.90836936e-05   31.32   29.13
   66  2142.24        2.79729600e+01        1.90836936e-05   31.32   29.13
   67  2142.54        2.84223400e+01        3.00295411e-05   31.34   29.07
