# Ic = 24.02 A, n = 25.46 , Tavg = 31.10 K, 31Kbeamoff
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  1910.38        2.12838500e-02       -6.22338340e-08   30.91   29.00
    1  1910.59       -2.49908000e-02       -4.81646240e-08   30.91   29.00
    2  1910.81        2.03318300e+01       -4.03565400e-09   30.93   29.15
    3  1911.01        2.05213300e+01        1.63553960e-08   30.86   29.01
    4  1911.23        2.05438700e+01        2.65806600e-09   30.86   29.01
    5  1911.45        2.09114300e+01        2.19954760e-08   30.86   29.01
    6  1911.73        2.09679000e+01        2.10657960e-08   30.90   29.09
    7  1911.96        2.12020600e+01        5.20552360e-08   30.90   29.09
    8  1912.18        2.13549500e+01        6.79218360e-08   30.90   29.09
    9  1912.40        2.17106300e+01        6.29015460e-08   30.96   29.07
   10  1912.68        2.17732400e+01        6.76119360e-08   30.96   29.07
   11  1912.90        2.21512000e+01        8.24868660e-08   30.93   29.14
   12  1913.12        2.24349100e+01        1.08518006e-07   30.93   29.14
   13  1913.32        2.24141200e+01        1.09137796e-07   30.98   29.18
   14  1913.63        2.26642200e+01        1.45085546e-07   30.98   29.18
   15  1913.84        2.30162800e+01        1.50415726e-07   30.98   29.18
   16  1914.04        2.31696300e+01        1.68203676e-07   30.98   29.18
   17  1914.24        2.34404900e+01        2.00371046e-07   31.09   29.25
   18  1914.49        2.34404900e+01        2.00371046e-07   31.09   29.25
   19  1914.70        2.37367700e+01        2.35575536e-07   31.09   29.25
   20  1914.90        2.37661400e+01        2.53673356e-07   31.09   29.25
   21  1915.11        2.39592000e+01        3.02202796e-07   31.09   29.25
   22  1915.31        2.43527300e+01        3.29907346e-07   30.93   28.81
   23  1915.51        2.43951500e+01        4.02856446e-07   30.93   28.81
   24  1915.71        2.46280300e+01        4.68863926e-07   30.93   28.81
   25  1915.91        2.47565000e+01        5.38714086e-07   30.93   28.81
   26  1916.12        2.49527000e+01        6.24306876e-07   31.02   29.15
   27  1916.32        2.52208100e+01        7.10705396e-07   31.02   29.15
   28  1916.53        2.53950600e+01        8.33609454e-07   31.02   29.15
   29  1916.74        2.58029600e+01        1.15831665e-06   31.02   29.15
   30  1916.94        2.59505500e+01        1.42327647e-06   31.02   29.15
   31  1917.15        2.59505500e+01        1.42327647e-06   31.04   29.12
   32  1917.36        2.63966200e+01        2.08347793e-06   31.04   29.12
   33  1917.57        2.63966200e+01        2.08347793e-06   31.04   29.12
   34  1917.77        2.68135000e+01        3.32448792e-06   31.04   29.12
   35  1917.97        2.69611700e+01        4.42176808e-06   31.04   29.12
   36  1918.17        2.69611700e+01        4.42176808e-06   31.04   29.12
   37  1918.48        2.74004200e+01        5.88714284e-06   31.06   29.09
   38  1918.68        2.75918500e+01        6.06062268e-06   31.06   29.09
   39  1918.88        2.77308700e+01        7.51260992e-06   31.06   29.09
   40  1919.10        2.79229500e+01        7.83434405e-06   31.06   29.09
   41  1919.31        2.80620700e+01        1.14000086e-05   31.13   29.23
   42  1919.55        2.80620700e+01        1.14000086e-05   31.13   29.23
   43  1919.75        2.85639600e+01        1.66632840e-05   31.13   29.23
   44  1919.95        2.87781100e+01        1.98027170e-05   31.13   29.23
   45  1920.17        2.87781100e+01        1.98027170e-05   31.13   29.23
   46  1920.40        2.91984100e+01        2.85549833e-05   31.10   29.08
