# Ic = 40.39 A, n = 27.19 , Tavg = 0.00 K, 21KbeforeIrradiation
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  11044.54        1.06144300e-01        3.74356971e-08    0.00   21.15
    1  11044.78        5.57344900e-01        4.46253341e-08    0.00   21.15
    2  11045.04        1.05042200e+00        3.39648381e-08    0.00   21.15
    3  11045.31        1.52773600e+00        7.46234751e-08    0.00   21.15
    4  11045.62        2.06618800e+00        1.13298765e-07    0.00   21.07
    5  11045.88        2.54491600e+00        1.17513380e-07    0.00   21.07
    6  11046.12        3.04994300e+00        2.64033231e-08    0.00   21.07
    7  11046.37        3.59363600e+00        9.60064481e-08    0.00   21.17
    8  11046.67        4.09647500e+00        5.24967471e-08    0.00   21.17
    9  11046.93        4.57009200e+00        8.39824001e-08    0.00   21.17
   10  11047.18        5.02448900e+00        1.56374609e-07    0.00   21.17
   11  11047.54        5.59661500e+00        1.25508752e-07    0.00   20.89
   12  11047.78        6.10620600e+00        1.23649029e-07    0.00   20.89
   13  11048.04        6.57797500e+00        1.22037315e-07    0.00   20.89
   14  11048.39        7.15229100e+00        9.82370841e-08    0.00   20.88
   15  11048.65        7.63410400e+00        8.31760431e-08    0.00   20.88
   16  11048.89        8.10696300e+00        8.73286751e-08    0.00   20.88
   17  11049.14        8.57338200e+00        6.03675511e-08    0.00   20.88
   18  11049.48        9.11315400e+00        1.02265758e-07    0.00   20.88
   19  11049.79        9.62149100e+00        2.68365901e-08    0.00   21.22
   20  11050.03        1.01357200e+01        2.67126311e-08    0.00   21.22
   21  11050.30        1.06301500e+01        6.17930821e-08    0.00   21.22
   22  11050.75        1.11370700e+01        1.11004881e-07    0.00   20.76
   23  11051.00        1.16531700e+01        8.04489401e-08    0.00   20.76
   24  11051.24        1.21132700e+01        9.15432881e-08    0.00   20.76
   25  11051.54        1.25845500e+01        1.08401738e-07    0.00   20.76
   26  11051.85        1.31133100e+01        9.49521661e-08    0.00   21.17
   27  11052.11        1.36303300e+01        1.42118638e-07    0.00   21.17
   28  11052.50        1.40944300e+01        1.00096472e-07    0.00   21.17
   29  11052.77        1.45935700e+01        1.09145493e-07    0.00   20.91
   30  11053.02        1.50512400e+01        8.85062881e-08    0.00   20.91
   31  11053.29        1.55521700e+01        3.96663661e-08    0.00   20.91
   32  11053.70        1.60651600e+01        4.07201911e-08    0.00   20.89
   33  11053.96        1.65411900e+01        6.42107441e-08    0.00   20.89
   34  11054.21        1.70372000e+01        1.46767600e-07    0.00   20.89
   35  11054.53        1.75887300e+01        1.14414237e-07    0.00   21.24
   36  11054.78        1.81029800e+01        9.29692881e-08    0.00   21.24
   37  11055.03        1.85408800e+01        1.05117294e-07    0.00   21.24
   38  11055.28        1.90706500e+01        7.45613401e-08    0.00   21.24
   39  11055.56        1.95894600e+01        8.80109181e-08    0.00   20.71
   40  11055.83        2.00978900e+01        3.68777301e-08    0.00   20.71
   41  11056.07        2.05601200e+01        6.12357221e-08    0.00   20.71
   42  11056.41        2.11121500e+01        7.40035241e-08    0.00   20.71
   43  11056.77        2.16159800e+01        1.12554849e-07    0.00   21.19
   44  11057.02        2.20467800e+01        5.11950231e-08    0.00   21.19
   45  11057.27        2.25327600e+01        1.01336537e-07    0.00   21.19
   46  11057.59        2.30881500e+01        9.03661441e-08    0.00   21.19
   47  11057.84        2.35844400e+01        3.94808741e-08    0.00   20.94
   48  11058.09        2.41255300e+01        1.02390191e-07    0.00   20.94
   49  11058.40        2.46159700e+01        1.15219972e-07    0.00   20.94
   50  11058.68        2.51152800e+01        1.22719507e-07    0.00   20.94
   51  11058.96        2.55422900e+01        8.35483861e-08    0.00   21.20
   52  11059.20        2.60430100e+01        7.71644841e-08    0.00   21.20
   53  11059.55        2.65355700e+01        8.32385901e-08    0.00   21.20
   54  11059.84        2.70901000e+01        1.13484852e-07    0.00   21.23
   55  11060.08        2.75508600e+01        7.01611151e-08    0.00   21.23
   56  11060.35        2.80703000e+01        2.33045071e-08    0.00   21.09
   57  11060.62        2.86138200e+01        6.03063521e-08    0.00   21.09
   58  11060.89        2.90766400e+01        5.02036711e-08    0.00   21.09
   59  11061.14        2.95633900e+01       -1.23797900e-10    0.00   21.09
   60  11061.46        3.00990500e+01        5.96245761e-08    0.00   21.19
   61  11061.71        3.05695900e+01        3.73119051e-08    0.00   21.19
   62  11061.96        3.10761100e+01        3.79317021e-08    0.00   21.19
   63  11062.20        3.15794700e+01        9.55727681e-08    0.00   21.19
   64  11062.50        3.21266800e+01        8.00778581e-08    0.00   20.95
   65  11062.76        3.25712000e+01        1.31458980e-07    0.00   20.95
   66  11063.00        3.30712000e+01        7.17725861e-08    0.00   20.95
   67  11063.25        3.35751000e+01        4.36338291e-08    0.00   20.95
   68  11063.62        3.41234800e+01        9.27836841e-08    0.00   20.80
   69  11063.88        3.45983400e+01        9.19159691e-08    0.00   20.80
   70  11064.13        3.50741600e+01        3.20436361e-08    0.00   20.80
   71  11064.45        3.56411900e+01        8.02637971e-08    0.00   21.16
   72  11064.72        3.60800800e+01        9.14821111e-08    0.00   21.16
   73  11064.96        3.66175100e+01        3.30972901e-08    0.00   21.16
