# Ic = 37.71 A, n = 26.57 , Tavg = 0.00 K, 21KAfter142KAnneal
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  28427.35        9.46225000e-02       -3.92699900e-08    0.00   21.17
    1  28427.64        4.18385400e-01       -9.05878900e-08    0.00   21.22
    2  28427.88        6.98366000e-01       -7.70752900e-08    0.00   21.22
    3  28428.13        9.70288700e-01       -4.49698900e-08    0.00   21.22
    4  28428.50        1.28317200e+00       -3.99495900e-08    0.00   21.22
    5  28428.78        1.59325400e+00       -5.42667900e-08    0.00   20.89
    6  28429.04        1.86721500e+00       -8.51323900e-08    0.00   20.89
    7  28429.28        2.17335600e+00       -1.04531890e-07    0.00   20.89
    8  28429.61        2.51922000e+00       -5.61260900e-08    0.00   21.36
    9  28429.89        2.80913300e+00       -6.41833900e-08    0.00   21.36
   10  28430.14        3.11484100e+00       -5.81094900e-08    0.00   21.36
   11  28430.39        3.41210600e+00       -2.42067900e-08    0.00   21.36
   12  28430.68        3.66009100e+00       -1.87526900e-08    0.00   20.89
   13  28430.94        3.98756200e+00       -3.04046900e-08    0.00   20.89
   14  28431.19        4.29234700e+00       -5.06719900e-08    0.00   20.89
   15  28431.56        4.63738000e+00       -9.21979900e-08    0.00   21.18
   16  28431.83        4.91870800e+00       -7.23026900e-08    0.00   21.18
   17  28432.07        5.19201700e+00       -7.24266900e-08    0.00   21.18
   18  28432.31        5.49068900e+00       -8.80453900e-08    0.00   21.18
   19  28432.69        5.82569600e+00       -9.15162900e-08    0.00   21.21
   20  28432.95        6.10455500e+00       -9.44912900e-08    0.00   21.21
   21  28433.19        6.41121600e+00       -1.15502190e-07    0.00   21.21
   22  28433.44        6.76680900e+00       -1.29200990e-07    0.00   20.90
   23  28433.76        7.04369700e+00       -6.80293900e-08    0.00   20.90
   24  28434.01        7.32248000e+00       -6.94562900e-08    0.00   20.90
   25  28434.25        7.63333600e+00       -1.08441190e-07    0.00   20.90
   26  28434.55        7.94684600e+00       -8.02405900e-08    0.00   21.36
   27  28434.83        8.24329000e+00       -6.59853900e-08    0.00   21.36
   28  28435.08        8.52525300e+00       -7.24312900e-08    0.00   21.36
   29  28435.32        8.82981600e+00       -7.64598900e-08    0.00   21.36
   30  28435.62        9.14328900e+00       -5.09244900e-08    0.00   20.90
   31  28435.89        9.46125200e+00       -6.35681900e-08    0.00   20.90
   32  28436.13        9.72152500e+00       -5.87957900e-08    0.00   20.90
   33  28436.44        1.00583400e+01       -6.07791900e-08    0.00   20.90
   34  28436.75        1.03472800e+01       -8.04885900e-08    0.00   21.18
   35  28436.99        1.06150100e+01       -8.09843900e-08    0.00   21.18
   36  28437.24        1.09194300e+01       -8.68103900e-08    0.00   21.18
   37  28437.48        1.12370500e+01       -1.07015690e-07    0.00   21.22
   38  28437.83        1.15342400e+01       -8.11702900e-08    0.00   21.22
   39  28438.07        1.18033700e+01       -9.07150900e-08    0.00   21.22
   40  28438.31        1.20758900e+01       -8.94755900e-08    0.00   21.22
   41  28438.63        1.24154800e+01       -6.20187900e-08    0.00   20.90
   42  28438.88        1.27113300e+01       -8.51369900e-08    0.00   20.90
   43  28439.13        1.30011800e+01       -9.23265900e-08    0.00   20.90
   44  28439.44        1.33326500e+01       -1.07387190e-07    0.00   20.90
   45  28439.76        1.36347100e+01       -1.16497790e-07    0.00   21.36
   46  28440.01        1.38902400e+01       -9.83377900e-08    0.00   21.36
