# Ic = 37.40 A, n = 25.52 , Tavg = 0.00 K, 21K_step2_unknownFluence
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  24421.56        1.02104400e-01       -2.49778400e-09    0.00   20.82
    1  24421.83        5.79265400e-01        4.04541760e-08    0.00   20.82
    2  24422.07        1.05733800e+00        2.37816260e-08    0.00   20.82
    3  24422.41        1.58674000e+00        6.36345960e-08    0.00   21.25
    4  24422.67        2.09138200e+00        7.65263860e-08    0.00   21.25
    5  24422.91        2.56546100e+00        1.06418460e-08    0.00   21.25
    6  24423.16        3.05455400e+00        8.16084760e-08    0.00   21.25
    7  24423.49        3.61846300e+00        4.13834560e-08    0.00   20.80
    8  24423.74        4.11160500e+00        5.04944760e-08    0.00   20.80
    9  24423.98        4.59449200e+00        1.06834056e-07    0.00   20.80
   10  24424.23        5.07023200e+00        5.97914360e-08    0.00   20.80
   11  24424.50        5.61889500e+00        5.14241760e-08    0.00   21.17
   12  24424.78        6.12968100e+00        1.04230906e-07    0.00   21.17
   13  24425.02        6.60663700e+00        3.83464560e-08    0.00   21.17
   14  24425.28        7.12122900e+00        7.24972860e-08    0.00   21.17
   15  24425.59        7.65642500e+00        7.37988560e-08    0.00   21.12
   16  24425.84        8.14024500e+00        4.43584860e-08    0.00   21.12
   17  24426.08        8.60159000e+00        4.55361060e-08    0.00   21.12
   18  24426.47        9.14118100e+00        1.98145160e-08    0.00   20.89
   19  24426.72        9.64668700e+00        2.27895460e-08    0.00   20.89
   20  24426.96        1.01062000e+01        5.98534160e-08    0.00   20.89
   21  24427.22        1.05832600e+01        2.35332960e-08    0.00   20.89
   22  24427.58        1.11411800e+01        1.52899960e-08    0.00   21.25
   23  24427.84        1.16165900e+01        3.82224960e-08    0.00   21.25
   24  24428.09        1.20668000e+01        8.92937860e-08    0.00   21.25
   25  24428.44        1.26046900e+01        4.54741260e-08    0.00   20.76
   26  24428.70        1.30846400e+01        6.16508360e-08    0.00   20.76
   27  24428.95        1.35535600e+01        6.26416860e-08    0.00   20.76
   28  24429.19        1.40525000e+01        1.87592060e-08    0.00   20.76
   29  24429.51        1.46109500e+01        3.46255860e-08    0.00   21.15
   30  24429.77        1.50896400e+01        7.68337560e-08    0.00   21.15
   31  24430.01        1.55569600e+01        4.81991360e-08    0.00   21.15
   32  24430.26        1.60615200e+01        7.24331960e-08    0.00   21.15
   33  24430.51        1.65995300e+01        3.69188360e-08    0.00   21.05
   34  24430.77        1.70571700e+01        3.55552860e-08    0.00   21.05
   35  24431.01        1.75853900e+01        3.75970600e-09    0.00   21.05
   36  24431.26        1.80906500e+01       -2.46889740e-08    0.00   21.05
   37  24431.52        1.85995200e+01        3.84683260e-08    0.00   20.86
   38  24431.77        1.90999500e+01       -1.13013640e-08    0.00   20.86
   39  24432.02        1.95755500e+01        7.10660600e-09    0.00   20.86
   40  24432.28        2.00994300e+01        8.87338560e-08    0.00   20.86
   41  24432.58        2.06145400e+01        2.53906160e-08    0.00   21.26
   42  24432.83        2.11211700e+01        2.50187360e-08    0.00   21.26
   43  24433.07        2.15932000e+01        4.27449260e-08    0.00   21.26
   44  24433.45        2.21166900e+01       -4.94808540e-08    0.00   20.76
   45  24433.71        2.26080800e+01       -1.99785240e-08    0.00   20.76
   46  24433.95        2.30796100e+01        4.04516760e-08    0.00   20.76
   47  24434.20        2.35621400e+01        1.20029960e-08    0.00   20.76
   48  24434.53        2.41314000e+01        3.64849760e-08    0.00   20.76
   49  24434.80        2.46186700e+01        5.59462160e-08    0.00   21.12
   50  24435.05        2.50940200e+01       -7.33577400e-09    0.00   21.12
   51  24435.40        2.56167000e+01       -1.61996240e-08    0.00   21.10
   52  24435.66        2.61125200e+01        5.39613360e-08    0.00   21.10
   53  24435.90        2.65767300e+01       -6.34486400e-09    0.00   21.10
   54  24436.15        2.70699000e+01       -2.51246940e-08    0.00   21.10
   55  24436.41        2.76114700e+01        2.80538460e-08    0.00   20.86
   56  24436.66        2.81094400e+01        1.22490360e-08    0.00   20.86
   57  24436.91        2.85855000e+01        1.54719760e-08    0.00   20.86
   58  24437.16        2.90643600e+01       -5.46270040e-08    0.00   20.86
   59  24437.49        2.95986100e+01       -2.58684540e-08    0.00   21.25
   60  24437.76        3.00897900e+01        2.70621760e-08    0.00   21.25
   61  24438.01        3.05885500e+01        1.63006000e-10    0.00   21.25
   62  24438.25        3.10711600e+01        1.47282260e-08    0.00   21.25
   63  24438.61        3.16388800e+01        5.66264660e-08    0.00   20.95
   64  24438.88        3.21133600e+01        6.90843760e-08    0.00   20.95
   65  24439.13        3.25738000e+01        4.76394160e-08    0.00   20.95
   66  24439.44        3.31389900e+01        1.87568960e-08    0.00   21.18
   67  24439.69        3.36053600e+01       -1.74392140e-08    0.00   21.18
   68  24439.93        3.41023600e+01        3.43137860e-08    0.00   21.18
   69  24440.17        3.46042600e+01        1.01313796e-07    0.00   21.18
   70  24440.44        3.51501000e+01        3.82185060e-08    0.00   21.09
   71  24440.71        3.56193300e+01        6.69770560e-08    0.00   21.09
   72  24440.96        3.61010200e+01        6.87744460e-08    0.00   21.09
   73  24441.20        3.66174400e+01        1.36084326e-07    0.00   21.09
   74  24441.55        3.71470600e+01        2.10335946e-07    0.00   20.80
   75  24441.81        3.76478000e+01        2.50436776e-07    0.00   20.80
   76  24442.05        3.81304700e+01        3.52455276e-07    0.00   20.80
   77  24442.39        3.86322200e+01        5.22465456e-07    0.00   20.80
   78  24442.67        3.91544100e+01        7.40385896e-07    0.00   21.25
   79  24442.93        3.95983500e+01        9.04693946e-07    0.00   21.25
   80  24443.17        4.00770500e+01        1.16804548e-06    0.00   21.25
   81  24443.48        4.06244000e+01        1.39265972e-06    0.00   20.82
   82  24443.79        4.11396400e+01        2.06507693e-06    0.00   20.82
   83  24444.04        4.15931500e+01        3.48887340e-06    0.00   20.82
   84  24444.30        4.21444500e+01        3.68008061e-06    0.00   20.82
   85  24444.58        4.26248400e+01        5.69423321e-06    0.00   20.82
   86  24444.84        4.31130800e+01        7.59297966e-06    0.00   20.82
   87  24445.09        4.35783800e+01        9.28353656e-06    0.00   20.82
   88  24445.34        4.41220400e+01        1.40624771e-05    0.00   20.82
   89  24445.63        4.46166500e+01        1.83706822e-05    0.00   21.06
