====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1200 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 36000.E+01 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 958786.E-01 A   Straggling = 459221.E-02 A
 Ion Lateral Range = 669759.E-02 A   Straggling = 919733.E-02 A
 Ion Radial  Range = 105300.E-01 A   Straggling = 765121.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4015010.E-03 54655199.E-03 54655199.E-03 85951780.E-03 00000000.E+00 
8030010.E-03 24830819.E-03 28741306.E-03 71176808.E-03 88361970.E-04 
1204501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1606001.E-02 15638339.E-03 22092131.E-03 46646100.E-03 20903376.E-03 
2007501.E-02 59128165.E-03 68868905.E-03 83483460.E-03 51519246.E-04 
2409001.E-02 39757585.E-03 47279072.E-03 66615859.E-03 28747854.E-03 
2810501.E-02 46275404.E-03 53065112.E-03 70027262.E-03 24170676.E-03 
3212001.E-02 35468527.E-03 47050081.E-03 65019963.E-03 22984523.E-03 
3613501.E-02 28482935.E-03 36588935.E-03 55497741.E-03 25815855.E-03 
4015001.E-02 31995678.E-03 42816433.E-03 57158648.E-03 25982922.E-03 
4416501.E-02 42566535.E-03 53812063.E-03 51237385.E-03 30346758.E-03 
4818001.E-02 33156299.E-03 42411466.E-03 60493200.E-03 27405462.E-03 
5219501.E-02 33721532.E-03 41988933.E-03 43100699.E-03 21425176.E-03 
5621001.E-02 39088902.E-03 44035018.E-03 54911399.E-03 22219379.E-03 
6022501.E-02 31344489.E-03 38976663.E-03 50412751.E-03 17828331.E-03 
6424001.E-02 30759745.E-03 37870570.E-03 48401227.E-03 18781347.E-03 
6825501.E-02 28733339.E-03 33595269.E-03 44376564.E-03 19020463.E-03 
7227001.E-02 25788327.E-03 30839811.E-03 39426642.E-03 18878638.E-03 
7628501.E-02 22865041.E-03 27677648.E-03 38799150.E-03 15313175.E-03 
8030001.E-02 23278864.E-03 28083981.E-03 35947793.E-03 15326848.E-03 
8431501.E-02 18619584.E-03 22880693.E-03 30200908.E-03 13300087.E-03 
8833001.E-02 15958288.E-03 19269348.E-03 25388879.E-03 10975285.E-03 
9234501.E-02 10794130.E-03 13361728.E-03 16896644.E-03 84316927.E-04 
9636001.E-02 68687479.E-04 87078180.E-04 10755878.E-03 59099206.E-04 
1003750.E-01 52715954.E-04 66910939.E-04 82994504.E-04 45236177.E-04 
1043900.E-01 44418125.E-04 56129430.E-04 69879482.E-04 37944447.E-04 
1084050.E-01 41108493.E-04 49814781.E-04 67019867.E-04 29531958.E-04 
1124200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1164350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1204500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1244650.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1284800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1324950.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1365100.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1405250.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1445400.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1485550.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1525700.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1565850.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
