====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1200 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 36000.E+01 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 958333.E-01 A   Straggling = 478630.E-02 A
 Ion Lateral Range = 677313.E-02 A   Straggling = 939884.E-02 A
 Ion Radial  Range = 105826.E-01 A   Straggling = 782258.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4015010.E-03 56834938.E-03 58352552.E-03 63828990.E-03 15421146.E-03 
8030010.E-03 21259358.E-03 25591991.E-03 43791840.E-03 27510856.E-03 
1204501.E-02 62219419.E-03 65008499.E-03 69885404.E-03 16346898.E-03 
1606001.E-02 63134093.E-03 63134093.E-03 74475658.E-03 00000000.E+00 
2007501.E-02 41478953.E-03 46968714.E-03 67671661.E-03 15460548.E-03 
2409001.E-02 46718730.E-03 51284693.E-03 81078062.E-03 93562613.E-04 
2810501.E-02 36209103.E-03 48294426.E-03 56814646.E-03 28244786.E-03 
3212001.E-02 57453433.E-03 63175783.E-03 76129481.E-03 11998623.E-03 
3613501.E-02 44678230.E-03 51971532.E-03 76170544.E-03 22188796.E-03 
4015001.E-02 40008359.E-03 48280790.E-03 68756008.E-03 25077047.E-03 
4416501.E-02 45772661.E-03 52611078.E-03 62085690.E-03 23836415.E-03 
4818001.E-02 37471367.E-03 45859552.E-03 52215108.E-03 28840716.E-03 
5219501.E-02 29943843.E-03 38111029.E-03 40905020.E-03 22403954.E-03 
5621001.E-02 31788480.E-03 40256371.E-03 51333808.E-03 25326187.E-03 
6022501.E-02 30776341.E-03 36649548.E-03 49783701.E-03 19657171.E-03 
6424001.E-02 27934666.E-03 33864385.E-03 45400729.E-03 19658822.E-03 
6825501.E-02 29763964.E-03 34125692.E-03 45282372.E-03 19436238.E-03 
7227001.E-02 29908719.E-03 35621236.E-03 44809968.E-03 16949084.E-03 
7628501.E-02 23920364.E-03 29075203.E-03 35834168.E-03 16975414.E-03 
8030001.E-02 23844309.E-03 28694624.E-03 34339164.E-03 15686558.E-03 
8431501.E-02 20102248.E-03 24254797.E-03 30774909.E-03 13356118.E-03 
8833001.E-02 16317355.E-03 19448256.E-03 24897056.E-03 10853771.E-03 
9234501.E-02 11130380.E-03 13887070.E-03 17219599.E-03 87513327.E-04 
9636001.E-02 68395611.E-04 86901089.E-04 10758537.E-03 59404953.E-04 
1003750.E-01 52699976.E-04 66595011.E-04 82749655.E-04 44982932.E-04 
1043900.E-01 45551180.E-04 57694754.E-04 70980382.E-04 37971648.E-04 
1084050.E-01 43310092.E-04 55751599.E-04 73604888.E-04 37920683.E-04 
1124200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1164350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1204500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1244650.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1284800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1324950.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1365100.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1405250.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1445400.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1485550.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1525700.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1565850.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
