#time_s           sample_K         target_A         PID_perc         AUX1_perc        AUX2_perc       AUX3_perc      
          72.37             0.00            30.56             0.00             0.00             0.00            0.00
          73.58             0.00            30.52             0.00             0.00             0.00            0.00
          74.22             0.00            30.42             0.00             0.00             0.00            0.00
          75.11             0.00            30.30             0.00             0.00             0.00            0.00
          76.65             0.00            30.23             0.00             0.00             0.00            0.00
          77.27             0.00            30.10             0.00             0.00             0.00            0.00
          78.30             0.00            30.02             0.00             0.00             0.00            0.00
          79.35             0.00            29.99             0.00             0.00             0.00            0.00
          80.54             0.00            29.81             0.00             0.00             0.00            0.00
          81.36             0.00            29.80             0.00             0.00             0.00            0.00
          82.51             0.00            29.71             0.00             0.00             0.00            0.00
          83.13             0.00            29.57             0.00             0.00             0.00            0.00
          84.34             0.00            29.58             0.00             0.00             0.00            0.00
          85.48             0.00            29.45             0.00             0.00             0.00            0.00
          86.12             0.00            29.34             0.00             0.00             0.00            0.00
          87.12             0.00            29.35             0.00             0.00             0.00            0.00
          88.67             0.00            29.28             0.00             0.00             0.00            0.00
          89.12             0.00            29.21             0.00             0.00             0.00            0.00
          90.34             0.00            29.03             0.00             0.00             0.00            0.00
          91.37             0.00            29.06             0.00             0.00             0.00            0.00
          92.35             0.00            28.89             0.00             0.00             0.00            0.00
          93.35             0.00            28.78             0.00             0.00             0.00            0.00
          94.24             0.00            28.83             0.00             0.00             0.00            0.00
          95.33             0.00            28.73             0.00             0.00             0.00            0.00
          96.31             0.00            28.71             0.00             0.00             0.00            0.00
          97.32             0.00            28.44             0.00             0.00             0.00            0.00
          98.25             0.00            28.51             0.00             0.00             0.00            0.00
          99.27             0.00            28.51             0.00             0.00             0.00            0.00
         100.60             0.00            28.43             0.00             0.00             0.00            0.00
         101.34             0.00            28.45             0.00             0.00             0.00            0.00
         102.38             0.00            28.18             0.00             0.00             0.00            0.00
         103.18             0.00            28.14             0.00             0.00             0.00            0.00
         104.49             0.00            28.17             0.00             0.00             0.00            0.00
         105.26             0.00            27.78             0.00             0.00             0.00            0.00
         106.49             0.00            28.05             0.00             0.00             0.00            0.00
         107.35             0.00            27.68             0.00             0.00             0.00            0.00
         108.48             0.00            27.96             0.00             0.00             0.00            0.00
         109.33             0.00            27.87             0.00             0.00             0.00            0.00
         110.47             0.00            27.69             0.00             0.00             0.00            0.00
         111.37             0.00            27.81             0.00             0.00             0.00            0.00
         112.49             0.00            27.36             0.00             0.00             0.00            0.00
         113.30             0.00            27.60             0.00             0.00             0.00            0.00
         114.30             0.00            27.63             0.00             0.00             0.00            0.00
         115.48             0.00            27.56             0.00             0.00             0.00            0.00
         116.31             0.00            27.57             0.00             0.00             0.00            0.00
         117.35             0.00            27.36             0.00             0.00             0.00            0.00
         118.22             0.00            27.37             0.00             0.00             0.00            0.00
         119.23             0.00            27.38             0.00             0.00             0.00            0.00
         120.28             0.00            27.21             0.00             0.00             0.00            0.00
         121.29             0.00            27.31             0.00             0.00             0.00            0.00
         122.22             0.00            27.25             0.00             0.00             0.00            0.00
         123.18             0.00            27.11             0.00             0.00             0.00            0.00
         124.30             0.00            27.15             0.00             0.00             0.00            0.00
         125.20             0.00            27.02             0.00             0.00             0.00            0.00
         126.32             0.00            27.06             0.00             0.00             0.00            0.00
         127.27             0.00            26.91             0.00             0.00             0.00            0.00
         128.33             0.00            26.90             0.00             0.00             0.00            0.00
         129.34             0.00            26.93             0.00             0.00             0.00            0.00
         130.35             0.00            26.71             0.00             0.00             0.00            0.00
         131.29             0.00            26.77             0.00             0.00             0.00            0.00
         132.18             0.00            26.81             0.00             0.00             0.00            0.00
         133.31             0.00            26.77             0.00             0.00             0.00            0.00
         134.20             0.00            26.65             0.00             0.00             0.00            0.00
         135.26             0.00            26.59             0.00             0.00             0.00            0.00
         136.21             0.00            26.56             0.00             0.00             0.00            0.00
         137.22             0.00            26.61             0.00             0.00             0.00            0.00
         138.22             0.00            26.42             0.00             0.00             0.00            0.00
         139.23             0.00            26.56             0.00             0.00             0.00            0.00
         140.23             0.00            26.40             0.00             0.00             0.00            0.00
         141.29             0.00            26.36             0.00             0.00             0.00            0.00
         142.56             0.00            26.30             0.00             0.00             0.00            0.00
         143.35             0.00            26.32             0.00             0.00             0.00            0.00
         144.35             0.00            26.21             0.00             0.00             0.00            0.00
         145.28             0.00            26.17             0.00             0.00             0.00            0.00
         146.28             0.00            26.20             0.00             0.00             0.00            0.00
         147.36             0.00            26.13             0.00             0.00             0.00            0.00
         148.39             0.00            26.16             0.00             0.00             0.00            0.00
         149.25             0.00            26.17             0.00             0.00             0.00            0.00
         150.19             0.00            26.06             0.00             0.00             0.00            0.00
         151.20             0.00            26.03             0.00             0.00             0.00            0.00
         152.35             0.00            25.94             0.00             0.00             0.00            0.00
         153.33             0.00            25.98             0.00             0.00             0.00            0.00
         154.45             0.00            25.88             0.00             0.00             0.00            0.00
         155.38             0.00            25.88             0.00             0.00             0.00            0.00
         156.29             0.00            25.97             0.00             0.00             0.00            0.00
         157.30             0.00            25.93             0.00             0.00             0.00            0.00
         158.23             0.00            25.72             0.00             0.00             0.00            0.00
         159.19             0.00            25.88             0.00             0.00             0.00            0.00
         160.56             0.00            25.72             0.00             0.00             0.00            0.00
         161.29             0.00            25.83             0.00             0.00             0.00            0.00
         162.33             0.00            25.63             0.00             0.00             0.00            0.00
         163.34             0.00            25.69             0.00             0.00             0.00            0.00
         164.18             0.00            25.74             0.00             0.00             0.00            0.00
         165.65             0.00            25.58             0.00             0.00             0.00            0.00
         166.34             0.00            25.68             0.00             0.00             0.00            0.00
         167.37             0.00            25.64             0.00             0.00             0.00            0.00
         168.13             0.00            25.43             0.00             0.00             0.00            0.00
         169.12             0.00            25.60             0.00             0.00             0.00            0.00
         170.12             0.00            25.43             0.00             0.00             0.00            0.00
         171.54             0.00            25.56             0.00             0.00             0.00            0.00
         172.47             0.00            25.34             0.00             0.00             0.00            0.00
         173.69             0.00            25.51             0.00             0.00             0.00            0.00
         174.13             0.00            25.48             0.00             0.00             0.00            0.00
         175.23             0.00            25.27             0.00             0.00             0.00            0.00
         176.30             0.00            25.32             0.00             0.00             0.00            0.00
         177.48             0.00            25.22             0.00             0.00             0.00            0.00
         178.41             0.00            25.30             0.00             0.00             0.00            0.00
         179.30             0.00            25.36             0.00             0.00             0.00            0.00
         180.34             0.00            25.13             0.00             0.00             0.00            0.00
         181.37             0.00            25.32             0.00             0.00             0.00            0.00
         182.29             0.00            25.27             0.00             0.00             0.00            0.00
         183.23             0.00            25.06             0.00             0.00             0.00            0.00
         184.43             0.00            25.04             0.00             0.00             0.00            0.00
         185.27             0.00            25.06             0.00             0.00             0.00            0.00
         186.34             0.00            25.10             0.00             0.00             0.00            0.00
         187.42             0.00            24.99             0.00             0.00             0.00            0.00
         188.12             0.00            24.94             0.00             0.00             0.00            0.00
         189.36             0.00            25.14             0.00             0.00             0.00            0.00
         190.36             0.00            24.96             0.00             0.00             0.00            0.00
         191.22             0.00            24.99             0.00             0.00             0.00            0.00
         192.25             0.00            25.03             0.00             0.00             0.00            0.00
         193.22             0.00            24.81             0.00             0.00             0.00            0.00
         194.42             0.00            25.03             0.00             0.00             0.00            0.00
         195.19             0.00            24.83             0.00             0.00             0.00            0.00
         196.19             0.00            24.89             0.00             0.00             0.00            0.00
         197.32             0.00            24.77             0.00             0.00             0.00            0.00
         198.21             0.00            24.73             0.00             0.00             0.00            0.00
         199.33             0.00            24.87             0.00             0.00             0.00            0.00
         200.34             0.00            24.69             0.00             0.00             0.00            0.00
         201.34             0.00            24.90             0.00             0.00             0.00            0.00
         202.70             0.00            24.65             0.00             0.00             0.00            0.00
         203.44             0.00            24.63             0.00             0.00             0.00            0.00
         204.12             0.00            24.84             0.00             0.00             0.00            0.00
         205.13             0.00            24.62             0.00             0.00             0.00            0.00
         206.12             0.00            24.70             0.00             0.00             0.00            0.00
         207.45             0.00            24.56             0.00             0.00             0.00            0.00
         208.54             0.00            24.76             0.00             0.00             0.00            0.00
         209.36             0.00            24.76             0.00             0.00             0.00            0.00
         210.58             0.00            24.65             0.00             0.00             0.00            0.00
         211.13             0.00            24.61             0.00             0.00             0.00            0.00
         212.46             0.00            24.47             0.00             0.00             0.00            0.00
         213.13             0.00            24.43             0.00             0.00             0.00            0.00
         214.51             0.00            24.48             0.00             0.00             0.00            0.00
         215.31             0.00            24.43             0.00             0.00             0.00            0.00
         216.35             0.00            24.62             0.00             0.00             0.00            0.00
         217.34             0.00            24.37             0.00             0.00             0.00            0.00
         218.22             0.00            24.34             0.00             0.00             0.00            0.00
         219.40             0.00            24.49             0.00             0.00             0.00            0.00
         220.51             0.00            24.32             0.00             0.00             0.00            0.00
         221.35             0.00            24.55             0.00             0.00             0.00            0.00
         222.24             0.00            24.51             0.00             0.00             0.00            0.00
         223.33             0.00            24.26             0.00             0.00             0.00            0.00
         224.24             0.00            24.52             0.00             0.00             0.00            0.00
         225.32             0.00            24.24             0.00             0.00             0.00            0.00
         226.27             0.00            24.46             0.00             0.00             0.00            0.00
         227.34             0.00            24.39             0.00             0.00             0.00            0.00
         228.34             0.00            24.34             0.00             0.00             0.00            0.00
         229.23             0.00            24.33             0.00             0.00             0.00            0.00
         230.23             0.00            24.18             0.00             0.00             0.00            0.00
         231.25             0.00            24.39             0.00             0.00             0.00            0.00
         232.52             0.00            24.08             0.00             0.00             0.00            0.00
         233.45             0.00            24.10             0.00             0.00             0.00            0.00
         234.59             0.00            23.79             0.00             0.00             0.00            0.00
         235.56             0.00            24.10             0.00             0.00             0.00            0.00
         236.29             0.00            24.21             0.00             0.00             0.00            0.00
         237.37             0.00            24.07             0.00             0.00             0.00            0.00
         238.34             0.00            24.04             0.00             0.00             0.00            0.00
         239.30             0.00            24.23             0.00             0.00             0.00            0.00
         240.29             0.00            24.08             0.00             0.00             0.00            0.00
         241.13             0.00            24.08             0.00             0.00             0.00            0.00
         242.32             0.00            23.97             0.00             0.00             0.00            0.00
         243.53             0.00            24.30             0.00             0.00             0.00            0.00
         244.41             0.00            24.13             0.00             0.00             0.00            0.00
         245.52             0.00            24.17             0.00             0.00             0.00            0.00
         246.48             0.00            23.96             0.00             0.00             0.00            0.00
         247.35             0.00            23.81             0.00             0.00             0.00            0.00
         248.41             0.00            23.86             0.00             0.00             0.00            0.00
         249.18             0.00            24.13             0.00             0.00             0.00            0.00
         250.31             0.00            23.72             0.00             0.00             0.00            0.00
         251.20             0.00            23.91             0.00             0.00             0.00            0.00
         252.27             0.00            23.78             0.00             0.00             0.00            0.00
         253.33             0.00            23.94             0.00             0.00             0.00            0.00
         254.34             0.00            24.01             0.00             0.00             0.00            0.00
         255.41             0.00            23.99             0.00             0.00             0.00            0.00
         256.22             0.00            23.84             0.00             0.00             0.00            0.00
         257.33             0.00            23.79             0.00             0.00             0.00            0.00
         258.34             0.00            23.74             0.00             0.00             0.00            0.00
         259.43             0.00            24.01             0.00             0.00             0.00            0.00
         260.35             0.00            23.92             0.00             0.00             0.00            0.00
         261.27             0.00            23.98             0.00             0.00             0.00            0.00
         262.53             0.00            23.72             0.00             0.00             0.00            0.00
         263.33             0.00            23.68             0.00             0.00             0.00            0.00
         264.13             0.00            23.94             0.00             0.00             0.00            0.00
         265.13             0.00            23.60             0.00             0.00             0.00            0.00
         266.26             0.00            23.88             0.00             0.00             0.00            0.00
         267.32             0.00            23.62             0.00             0.00             0.00            0.00
         268.47             0.00            23.88             0.00             0.00             0.00            0.00
         269.55             0.00            23.61             0.00             0.00             0.00            0.00
         270.34             0.00            23.56             0.00             0.00             0.00            0.00
         271.53             0.00            23.74             0.00             0.00             0.00            0.00
         272.25             0.00            23.58             0.00             0.00             0.00            0.00
         273.56             0.00            23.67             0.00             0.00             0.00            0.00
         274.45             0.00            23.74             0.00             0.00             0.00            0.00
         275.34             0.00            23.58             0.00             0.00             0.00            0.00
         276.35             0.00            23.80             0.00             0.00             0.00            0.00
         277.62             0.00            23.76             0.00             0.00             0.00            0.00
         278.51             0.00            23.49             0.00             0.00             0.00            0.00
         279.43             0.00            23.69             0.00             0.00             0.00            0.00
         280.27             0.00            23.45             0.00             0.00             0.00            0.00
         281.64             0.00            23.76             0.00             0.00             0.00            0.00
         282.20             0.00            23.68             0.00             0.00             0.00            0.00
         283.30             0.00            23.42             0.00             0.00             0.00            0.00
         284.31             0.00            23.71             0.00             0.00             0.00            0.00
         285.31             0.00            23.37             0.00             0.00             0.00            0.00
         286.29             0.00            23.69             0.00             0.00             0.00            0.00
         287.36             0.00            23.35             0.00             0.00             0.00            0.00
         288.28             0.00            23.52             0.00             0.00             0.00            0.00
         289.28             0.00            23.58             0.00             0.00             0.00            0.00
         290.35             0.00            23.35             0.00             0.00             0.00            0.00
         291.35             0.00            23.56             0.00             0.00             0.00            0.00
         292.31             0.00            23.11             0.00             0.00             0.00            0.00
         293.31             0.00            23.28             0.00             0.00             0.00            0.00
         294.32             0.00            23.58             0.00             0.00             0.00            0.00
         295.21             0.00            23.28             0.00             0.00             0.00            0.00
         296.33             0.00            23.39             0.00             0.00             0.00            0.00
         297.34             0.00            23.29             0.00             0.00             0.00            0.00
         298.34             0.00            23.39             0.00             0.00             0.00            0.00
         299.28             0.00            23.50             0.00             0.00             0.00            0.00
         300.22             0.00            23.12             0.00             0.00             0.00            0.00
         301.30             0.00            23.38             0.00             0.00             0.00            0.00
         302.25             0.00            23.48             0.00             0.00             0.00            0.00
         303.20             0.00            23.22             0.00             0.00             0.00            0.00
         304.32             0.00            23.51             0.00             0.00             0.00            0.00
         305.32             0.00            23.17             0.00             0.00             0.00            0.00
         306.21             0.00            23.39             0.00             0.00             0.00            0.00
         307.49             0.00            23.22             0.00             0.00             0.00            0.00
         308.36             0.00            23.16             0.00             0.00             0.00            0.00
         309.59             0.00            23.20             0.00             0.00             0.00            0.00
         310.50             0.00            23.10             0.00             0.00             0.00            0.00
         311.33             0.00            23.28             0.00             0.00             0.00            0.00
         312.25             0.00            23.39             0.00             0.00             0.00            0.00
         313.46             0.00            23.31             0.00             0.00             0.00            0.00
         314.31             0.00            23.44             0.00             0.00             0.00            0.00
         315.35             0.00            23.11             0.00             0.00             0.00            0.00
         316.27             0.00            23.22             0.00             0.00             0.00            0.00
         317.38             0.00            23.06             0.00             0.00             0.00            0.00
         318.34             0.00            23.10             0.00             0.00             0.00            0.00
         319.67             0.00            23.35             0.00             0.00             0.00            0.00
         320.23             0.00            23.07             0.00             0.00             0.00            0.00
         321.24             0.00            23.26             0.00             0.00             0.00            0.00
         322.56             0.00            23.27             0.00             0.00             0.00            0.00
         323.15             0.00            22.98             0.00             0.00             0.00            0.00
         324.35             0.00            23.33             0.00             0.00             0.00            0.00
         325.59             0.00            23.25             0.00             0.00             0.00            0.00
         326.28             0.00            23.28             0.00             0.00             0.00            0.00
         327.28             0.00            22.99             0.00             0.00             0.00            0.00
         328.51             0.00            22.96             0.00             0.00             0.00            0.00
         329.38             0.00            23.20             0.00             0.00             0.00            0.00
         330.33             0.00            22.92             0.00             0.00             0.00            0.00
         331.25             0.00            23.09             0.00             0.00             0.00            0.00
         332.59             0.00            23.23             0.00             0.00             0.00            0.00
         333.29             0.00            22.92             0.00             0.00             0.00            0.00
         334.31             0.00            23.25             0.00             0.00             0.00            0.00
         335.42             0.00            22.92             0.00             0.00             0.00            0.00
         336.29             0.00            23.03             0.00             0.00             0.00            0.00
         337.31             0.00            22.86             0.00             0.00             0.00            0.00
         338.42             0.00            23.15             0.00             0.00             0.00            0.00
         339.33             0.00            23.24             0.00             0.00             0.00            0.00
         340.37             0.00            22.85             0.00             0.00             0.00            0.00
         341.31             0.00            23.05             0.00             0.00             0.00            0.00
         342.26             0.00            23.12             0.00             0.00             0.00            0.00
         343.21             0.00            22.80             0.00             0.00             0.00            0.00
         344.46             0.00            23.17             0.00             0.00             0.00            0.00
         345.22             0.00            22.87             0.00             0.00             0.00            0.00
         346.41             0.00            23.14             0.00             0.00             0.00            0.00
         347.29             0.00            22.82             0.00             0.00             0.00            0.00
         348.46             0.00            23.07             0.00             0.00             0.00            0.00
         349.32             0.00            23.04             0.00             0.00             0.00            0.00
         350.25             0.00            22.76             0.00             0.00             0.00            0.00
         351.32             0.00            22.95             0.00             0.00             0.00            0.00
         352.45             0.00            22.96             0.00             0.00             0.00            0.00
         353.30             0.00            22.78             0.00             0.00             0.00            0.00
         354.37             0.00            23.00             0.00             0.00             0.00            0.00
         355.21             0.00            22.80             0.00             0.00             0.00            0.00
         356.12             0.00            22.71             0.00             0.00             0.00            0.00
         357.15             0.00            23.04             0.00             0.00             0.00            0.00
         358.30             0.00            22.74             0.00             0.00             0.00            0.00
         359.23             0.00            23.07             0.00             0.00             0.00            0.00
         360.31             0.00            22.64             0.00             0.00             0.00            0.00
         361.32             0.00            22.99             0.00             0.00             0.00            0.00
         362.36             0.00            22.47             0.00             0.00             0.00            0.00
         363.34             0.00            22.91             0.00             0.00             0.00            0.00
         364.35             0.00            22.90             0.00             0.00             0.00            0.00
         365.44             0.00            22.98             0.00             0.00             0.00            0.00
         366.24             0.00            22.85             0.00             0.00             0.00            0.00
         367.19             0.00            22.92             0.00             0.00             0.00            0.00
         368.31             0.00            22.87             0.00             0.00             0.00            0.00
         369.34             0.00            22.95             0.00             0.00             0.00            0.00
         370.47             0.00            22.65             0.00             0.00             0.00            0.00
         371.47             0.00            22.90             0.00             0.00             0.00            0.00
         372.45             0.00            22.71             0.00             0.00             0.00            0.00
         373.54             0.00            22.85             0.00             0.00             0.00            0.00
         374.59             0.00            22.61             0.00             0.00             0.00            0.00
         375.64             0.00            22.87             0.00             0.00             0.00            0.00
         376.45             0.00            22.91             0.00             0.00             0.00            0.00
         377.42             0.00            22.51             0.00             0.00             0.00            0.00
         378.12             0.00            22.67             0.00             0.00             0.00            0.00
         379.12             0.00            22.69             0.00             0.00             0.00            0.00
         380.12             0.00            22.72             0.00             0.00             0.00            0.00
         381.33             0.00            22.55             0.00             0.00             0.00            0.00
         382.34             0.00            22.57             0.00             0.00             0.00            0.00
         383.22             0.00            22.62             0.00             0.00             0.00            0.00
         384.29             0.00            22.79             0.00             0.00             0.00            0.00
         385.19             0.00            22.52             0.00             0.00             0.00            0.00
         386.25             0.00            22.72             0.00             0.00             0.00            0.00
         387.34             0.00            22.84             0.00             0.00             0.00            0.00
         388.37             0.00            22.73             0.00             0.00             0.00            0.00
         389.31             0.00            22.52             0.00             0.00             0.00            0.00
         390.12             0.00            22.61             0.00             0.00             0.00            0.00
         391.50             0.00            22.74             0.00             0.00             0.00            0.00
         392.39             0.00            22.47             0.00             0.00             0.00            0.00
         393.62             0.00            22.71             0.00             0.00             0.00            0.00
         394.29             0.00            22.81             0.00             0.00             0.00            0.00
         395.48             0.00            22.45             0.00             0.00             0.00            0.00
         396.34             0.00            22.65             0.00             0.00             0.00            0.00
         397.31             0.00            22.70             0.00             0.00             0.00            0.00
         398.33             0.00            22.53             0.00             0.00             0.00            0.00
         399.37             0.00            22.68             0.00             0.00             0.00            0.00
         400.59             0.00            22.43             0.00             0.00             0.00            0.00
