# Ic = 40.73 A, n = 28.75 , Tavg = 0.00 K, 21Kstabilized
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  3422.43        1.04760200e-01       -3.47148048e-08    0.00   20.82
    1  3422.70        4.10737600e-01       -6.63244288e-08    0.00   20.82
    2  3422.98        6.98987600e-01       -1.05985180e-09    0.00   20.82
    3  3423.23        9.34214600e-01        2.11908442e-08    0.00   20.82
    4  3423.50        1.27613800e+00       -3.42809478e-08    0.00   21.24
    5  3423.76        1.52947000e+00        4.82853020e-09    0.00   21.24
    6  3424.01        1.83297900e+00        3.04328200e-10    0.00   21.24
    7  3424.25        2.14336900e+00        1.29483062e-08    0.00   21.24
    8  3424.56        2.48426100e+00       -2.17473980e-09    0.00   20.87
    9  3424.86        2.74253600e+00       -3.67594118e-08    0.00   20.87
   10  3425.12        3.09914500e+00        1.17216320e-09    0.00   20.87
   11  3425.39        3.38394700e+00        3.24719112e-08    0.00   20.87
   12  3425.72        3.68820200e+00       -2.62228638e-08    0.00   21.03
   13  3425.98        3.99026100e+00       -3.36604268e-08    0.00   21.03
   14  3426.22        4.25624600e+00       -1.55003758e-08    0.00   21.03
   15  3426.51        4.60794700e+00       -7.54347448e-08    0.00   21.03
   16  3426.76        4.85085300e+00       -2.68426608e-08    0.00   21.14
   17  3427.02        5.13115900e+00        2.93729262e-08    0.00   21.14
   18  3427.27        5.49132100e+00       -2.42265880e-09    0.00   21.14
   19  3427.55        5.78479500e+00       -9.24042580e-09    0.00   20.93
   20  3427.80        6.09242500e+00       -2.39915938e-08    0.00   20.93
   21  3428.05        6.35102300e+00       -4.76678388e-08    0.00   20.93
   22  3428.34        6.75945600e+00        1.08409962e-08    0.00   20.93
   23  3428.62        6.99971300e+00       -3.87427628e-08    0.00   21.24
   24  3428.87        7.28457500e+00       -3.66974328e-08    0.00   21.24
   25  3429.11        7.59247400e+00       -3.83089048e-08    0.00   21.24
   26  3429.39        7.93564300e+00       -4.09740318e-08    0.00   20.80
   27  3429.72        8.17314000e+00       -9.05444480e-09    0.00   20.80
   28  3429.97        8.51076700e+00       -8.74447580e-09    0.00   20.80
   29  3430.23        8.80655700e+00       -1.67398248e-08    0.00   20.80
   30  3430.52        9.06334500e+00       -1.86469480e-09    0.00   20.74
   31  3430.82        9.41589000e+00       -4.20275448e-08    0.00   20.74
   32  3431.06        9.67737800e+00       -9.22311088e-08    0.00   20.74
   33  3431.49        9.98319400e+00       -5.41755678e-08    0.00   21.24
   34  3431.74        1.03004300e+01       -1.83512968e-08    0.00   21.24
   35  3431.98        1.05938600e+01        4.28226742e-08    0.00   21.24
   36  3432.23        1.08767400e+01        5.26297120e-09    0.00   21.24
   37  3432.50        1.11945200e+01        3.20382052e-08    0.00   20.76
   38  3432.77        1.14837800e+01       -3.91144988e-08    0.00   20.76
   39  3433.02        1.17782900e+01       -5.96917618e-08    0.00   20.76
   40  3433.26        1.20364800e+01       -8.00068580e-09    0.00   20.76
   41  3433.53        1.23801000e+01       -5.18823188e-08    0.00   20.97
   42  3433.80        1.26583300e+01       -6.42782598e-08    0.00   20.97
   43  3434.04        1.29736200e+01       -8.70248128e-08    0.00   20.97
   44  3434.34        1.33007600e+01       -5.42375478e-08    0.00   20.81
   45  3434.68        1.35295000e+01       -3.64493718e-08    0.00   20.81
   46  3434.93        1.38563500e+01       -5.57250608e-08    0.00   20.81
   47  3435.17        1.41270000e+01       -1.04317151e-07    0.00   20.81
   48  3435.56        1.44716000e+01       -3.82467828e-08    0.00   21.04
   49  3435.81        1.47930900e+01       -2.38678118e-08    0.00   21.04
   50  3436.05        1.50504600e+01       -7.49392158e-08    0.00   21.04
   51  3436.42        1.53782000e+01       -2.51075528e-08    0.00   21.10
   52  3436.75        1.56867100e+01       -4.94035878e-08    0.00   21.10
   53  3436.99        1.59442200e+01       -2.18226298e-08    0.00   21.10
   54  3437.23        1.62314600e+01       -3.83712048e-08    0.00   21.10
